name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
Alecto (Red Slayer) (Earth-616),\/Alecto_(Red_Slayer)_(Earth-616),No Dual Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,5,Jun-71,1971
Durok (Earth-616),\/Durok_(Earth-616),,Bad Characters,Red Eyes,No Hair,Male Characters,,Deceased Characters,5,Aug-71,1971
Mikas (Earth-616),\/Mikas_(Earth-616),Secret Identity,Bad Characters,White Eyes,White Hair,Male Characters,,Living Characters,5,Oct-71,1971
Paul Allen (Earth-616),\/Paul_Allen_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,5,Oct-71,1971
Trikon (Earth-616),\/Trikon_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,5,Nov-71,1971
Avius (Earth-616),\/Avius_(Earth-616),No Dual Identity,,,,Male Characters,,Living Characters,5,Dec-72,1972
Barney Roberts (Earth-616),\/Barney_Roberts_(Earth-616),,,,,Male Characters,,Living Characters,5,May-72,1972
George Friedrich (Earth-616),\/George_Friedrich_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,5,Nov-72,1972
Giant One (Earth-616),\/Giant_One_(Earth-616),,,,,,,Living Characters,5,May-72,1972
Kamorr (Earth-616),\/Kamorr_(Earth-616),,Good Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,5,Jul-72,1972
Larry Wagner (Earth-616),\/Larry_Wagner_(Earth-616),,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,5,May-72,1972
Laura Russell (Earth-616),\/Laura_Russell_(Earth-616),No Dual Identity,,Blue Eyes,Red Hair,Female Characters,,Deceased Characters,5,Feb-72,1972
Lorvex (Earth-616),\/Lorvex_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,5,Oct-72,1972
Michael Miller (Earth-616),\/Michael_Miller_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,5,May-72,1972
Monstroid (Ballox) (Earth-616),\/Monstroid_(Ballox)_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,5,Nov-72,1972
Simon Gilbert (Earth-616),\/Simon_Gilbert_(Earth-616),Public Identity,Bad Characters,Grey Eyes,Black Hair,Male Characters,,Deceased Characters,5,Mar-72,1972
Alphonse Frankenstein (Earth-616),\/Alphonse_Frankenstein_(Earth-616),No Dual Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,5,Jan-73,1973
Bolaa (Earth-616),\/Bolaa_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,5,Dec-73,1973
Carmen (Earth-616),\/Carmen_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Female Characters,,Deceased Characters,5,Nov-73,1973
Cyrus Black (Earth-616),\/Cyrus_Black_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,Jun-73,1973
Jukka (Earth-616),\/Jukka_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,5,Dec-73,1973
Lianda (Earth-616),\/Lianda_(Earth-616),Public Identity,,Red Eyes,Grey Hair,Female Characters,,Deceased Characters,5,Aug-73,1973
Mambo Layla (Earth-616),\/Mambo_Layla_(Earth-616),,Neutral Characters,,,Female Characters,,Deceased Characters,5,Jul-73,1973
Marie Cartier (Earth-616),\/Marie_Cartier_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,5,Apr-73,1973
Nathaniel Omen (Earth-616),\/Nathaniel_Omen_(Earth-616),No Dual Identity,Bad Characters,Black Eyes,Bald,Male Characters,,Living Characters,5,Jun-73,1973
Nephrus (Earth-616),\/Nephrus_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,5,Aug-73,1973
Preyy (Earth-616),\/Preyy_(Earth-616),Public Identity,Bad Characters,Green Eyes,Yellow Hair,Male Characters,,Living Characters,5,Sep-73,1973
Spad McCracken (Earth-616),\/Spad_McCracken_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,5,Feb-73,1973
Zhered-Na (Earth-616),\/Zhered-Na_(Earth-616),,Good Characters,Blue Eyes,,Female Characters,,Living Characters,5,Aug-73,1973
Baron Macabre (Earth-616),\/Baron_Macabre_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,5,May-74,1974
Basil Frankenstein (Earth-616),\/Basil_Frankenstein_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,5,Jul-74,1974
Byron Hyatt (Earth-616),\/Byron_Hyatt_(Earth-616),,,,,Male Characters,,Living Characters,5,May-74,1974
Ducharme (Earth-616),\/Ducharme_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,5,Sep-74,1974
Henry Kissinger (Earth-616),\/Henry_Kissinger_(Earth-616),No Dual Identity,,Black Eyes,Grey Hair,Male Characters,,Living Characters,5,Apr-74,1974
James (trapeze artist) (Earth-616),\/James_(trapeze_artist)_(Earth-616),No Dual Identity,Neutral Characters,,,Male Characters,,Deceased Characters,5,Apr-74,1974
Jigsaw Monster (Earth-616),\/Jigsaw_Monster_(Earth-616),,Bad Characters,,,,,Deceased Characters,5,Nov-74,1974
Juma (Earth-616),\/Juma_(Earth-616),Public Identity,,Brown Eyes,Bald,Male Characters,,Living Characters,5,Apr-74,1974
King Cadaver (Earth-616),\/King_Cadaver_(Earth-616),Secret Identity,Bad Characters,White Eyes,Green Hair,Male Characters,,Deceased Characters,5,Jul-74,1974
Kragonn (Earth-616),\/Kragonn_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,5,Jan-74,1974
Tara (Children of the Comet) (Earth-616),\/Tara_(Children_of_the_Comet)_(Earth-616),,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,5,Feb-74,1974
Albert DeVoor (Earth-616),\/Albert_DeVoor_(Earth-616),No Dual Identity,Neutral Characters,,White Hair,Male Characters,,Living Characters,5,Jul-75,1975
Azir (Earth-616),\/Azir_(Earth-616),,,,,Female Characters,,Living Characters,5,Sep-75,1975
Bruno Costa (Earth-616),\/Bruno_Costa_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,5,Aug-75,1975
Carlos Cabrera (Earth-616),\/Carlos_Cabrera_(Earth-616),Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,5,Mar-75,1975
Dhasha Khan (Earth-616),\/Dhasha_Khan_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Deceased Characters,5,Dec-75,1975
Drom (Earth-616),\/Drom_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,5,Mar-75,1975
Helleyes (Earth-616),\/Helleyes_(Earth-616),Secret Identity,Bad Characters,Variable Eyes,No Hair,Male Characters,,Living Characters,5,Jun-75,1975
Jamal Afari (Earth-616),\/Jamal_Afari_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,Sep-75,1975
Jeesala (Earth-616),\/Jeesala_(Earth-616),No Dual Identity,,,Grey Hair,Female Characters,,Living Characters,5,May-75,1975
Jeremiah (Earth-616),\/Jeremiah_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,5,May-75,1975
Mad Viking (Josefsen) (Earth-616),\/Mad_Viking_(Josefsen)_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,5,Apr-75,1975
Matthew Banham (Earth-616),\/Matthew_Banham_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,5,Jul-75,1975
Nut (Earth-616),\/Nut_(Earth-616),Public Identity,Neutral Characters,,,Female Characters,,Living Characters,5,Nov-75,1975
Sam Reuther (Earth-616),\/Sam_Reuther_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,5,Apr-75,1975
Seesha (Earth-616),\/Seesha_(Earth-616),No Dual Identity,Good Characters,,,Female Characters,,Living Characters,5,Jul-75,1975
Vraniel (Earth-616),\/Vraniel_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,5,Oct-75,1975
William Young (Earth-616),\/William_Young_(Earth-616),,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,5,Jun-75,1975
Amber Douglas (Earth-616),\/Amber_Douglas_(Earth-616),,,,,Female Characters,,Living Characters,5,Mar-76,1976
Cheshire (Earth-616),\/Cheshire_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,5,Nov-76,1976
Damballah (Demon) (Earth-616),\/Damballah_(Demon)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,5,Oct-76,1976
Dian Wilkins (Earth-616),\/Dian_Wilkins_(Earth-616),,Good Characters,,Brown Hair,Female Characters,,Living Characters,5,Jul-76,1976
Elias Schleigal (Earth-616),\/Elias_Schleigal_(Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,5,Jun-76,1976
Eric Brooks (Doppelganger) (Earth-616),\/Eric_Brooks_(Doppelganger)_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,Sep-76,1976
Fawn (Earth-616),\/Fawn_(Earth-616),No Dual Identity,Good Characters,,,Female Characters,,Deceased Characters,5,Jan-76,1976
He Who Remains (Earth-616),\/He_Who_Remains_(Earth-616),Public Identity,Neutral Characters,Black Eyes,No Hair,Male Characters,,Living Characters,5,Mar-76,1976
Hugo Travis (Earth-616),\/Hugo_Travis_(Earth-616),No Dual Identity,Good Characters,,White Hair,Male Characters,,Living Characters,5,Oct-76,1976
James Mandarin (Earth-616),\/James_Mandarin_(Earth-616),No Dual Identity,Bad Characters,,,Female Characters,,Living Characters,5,Jun-76,1976
Jasper Daniels (Earth-616),\/Jasper_Daniels_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,5,Jul-76,1976
Mindy Williams (Earth-616),\/Mindy_Williams_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,5,Feb-76,1976
Mortimer Norris (Earth-616),\/Mortimer_Norris_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,5,Feb-76,1976
Phillip DeWolff (Earth-616),\/Phillip_DeWolff_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,5,Aug-76,1976
Pro-Boscis (Earth-616),\/Pro-Boscis_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,5,Apr-76,1976
Pro-Rata (Earth-616),\/Pro-Rata_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,5,Jan-76,1976
Ramsey (Earth-616),\/Ramsey_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,5,Dec-76,1976
Robert Hao (Earth-616),\/Robert_Hao_(Earth-616),,,,Black Hair,Male Characters,,Living Characters,5,Oct-76,1976
Saripha Thames (Earth-616),\/Saripha_Thames_(Earth-616),,,,,Female Characters,,Living Characters,5,Jun-76,1976
Stygyro (Earth-616),\/Stygyro_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,5,Aug-76,1976
Villac Umu (Earth-616),\/Villac_Umu_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,5,Jul-76,1976
Charles Xavier (Entity) (Earth-616),\/Charles_Xavier_(Entity)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,5,Aug-77,1977
Delphan Brothers (Earth-616),\/Delphan_Brothers_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,5,May-77,1977
Empathoid (Earth-616),\/Empathoid_(Earth-616),Public Identity,Bad Characters,Red Eyes,No Hair,,,Living Characters,5,May-77,1977
Jonathan Rich (Earth-616),\/Jonathan_Rich_(Earth-616),Public Identity,Neutral Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,5,Feb-77,1977
Manticore (Earth-616),\/Manticore_(Earth-616),,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,5,Dec-77,1977
Night Flyer (Earth-616),\/Night_Flyer_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,5,Sep-77,1977
Patrick Mason (Earth-616),\/Patrick_Mason_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,5,Mar-77,1977
Sam Casey (Earth-616),\/Sam_Casey_(Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,5,Jul-77,1977
Sigmar (Earth-616),\/Sigmar_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,5,Nov-77,1977
Thomas Lovejoy (Earth-616),\/Thomas_Lovejoy_(Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,5,Mar-77,1977
Wendy Hunt (Earth-616),\/Wendy_Hunt_(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,5,Mar-77,1977
Agent of Fortune (Earth-616),\/Agent_of_Fortune_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,5,Apr-78,1978
"Joseph Danvers, Sr. (Earth-616)","\/Joseph_Danvers,_Sr._(Earth-616)",,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,5,Jan-78,1978
Lemuel Haskill (Earth-616),\/Lemuel_Haskill_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,5,Jun-78,1978
Marie Danvers (Earth-616),\/Marie_Danvers_(Earth-616),,Neutral Characters,Blue Eyes,Grey Hair,Female Characters,,Living Characters,5,Jan-78,1978
Stellarax (Earth-616),\/Stellarax_(Earth-616),,,,,Male Characters,,Living Characters,5,Nov-78,1978
Triax (Monster) (Earth-616),\/Triax_(Monster)_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Deceased Characters,5,Jul-78,1978
Vera Gemini (Earth-616),\/Vera_Gemini_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Female Characters,,Living Characters,5,Apr-78,1978
Yetrigar (Earth-616),\/Yetrigar_(Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,5,May-78,1978
Boris Korpse (Earth-616),\/Boris_Korpse_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,5,Jul-79,1979
Bruno Grainger (Earth-616),\/Bruno_Grainger_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,5,Jul-79,1979
Diane Perrywinkle (Earth-616),\/Diane_Perrywinkle_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,5,Apr-79,1979
Dragona (Earth-616),\/Dragona_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,5,Aug-79,1979
Dragonfire (Earth-616),\/Dragonfire_(Earth-616),,,,,Male Characters,,Deceased Characters,5,Jun-79,1979
Ed Koch (Earth-616),\/Ed_Koch_(Earth-616),Public Identity,Neutral Characters,,White Hair,Male Characters,,Living Characters,5,Aug-79,1979
Edwin Maxwell (Earth-616),\/Edwin_Maxwell_(Earth-616),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,5,Sep-79,1979
Felix (Earth-616),\/Felix_(Earth-616),,,,,Male Characters,,Living Characters,5,Jun-79,1979
Frank Scalise (Earth-616),\/Frank_Scalise_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,5,Apr-79,1979
Jaime Garcia (Earth-616),\/Jaime_Garcia_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,Apr-79,1979
Priscilla Ironwood (Earth-616),\/Priscilla_Ironwood_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,5,Apr-79,1979
Torgo Nia (Earth-616),\/Torgo_Nia_(Earth-616),,Bad Characters,Red Eyes,Red Hair,Male Characters,,Living Characters,5,Aug-79,1979
Vampiro (Eternal) (Earth-616),\/Vampiro_(Eternal)_(Earth-616),Public Identity,Good Characters,White Eyes,Black Hair,Male Characters,,Living Characters,5,Dec-79,1979
Alberich (Earth-616),\/Alberich_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,,,Living Characters,5,Apr-80,1980
Barbara Bannister (Earth-616),\/Barbara_Bannister_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,5,Jul-80,1980
Brahma (Earth-616),\/Brahma_(Earth-616),,Good Characters,,Black Hair,Male Characters,,Living Characters,5,Nov-80,1980
Caleb Hammer (Earth-616),\/Caleb_Hammer_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,5,Jun-80,1980
Eric Cameron (Earth-616),\/Eric_Cameron_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,5,Mar-80,1980
Madeleine St. Germaine (Earth-616),\/Madeleine_St._Germaine_(Earth-616),No Dual Identity,,,Black Hair,Female Characters,,Living Characters,5,Feb-80,1980
Nicholas Trask (Earth-616),\/Nicholas_Trask_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,5,Feb-80,1980
Nuadhu (Earth-616),\/Nuadhu_(Earth-616),,,Blue Eyes,Grey Hair,Male Characters,,Living Characters,5,Oct-80,1980
Peter Alraune (Earth-616),\/Peter_Alraune_(Earth-616),,Good Characters,,White Hair,Male Characters,,Deceased Characters,5,Nov-80,1980
Rachel Sweet (Earth-616),\/Rachel_Sweet_(Earth-616),,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,5,Jan-80,1980
Raksor (Earth-616),\/Raksor_(Earth-616),Secret Identity,,Green Eyes,No Hair,Male Characters,,Living Characters,5,Sep-80,1980
Ytitnedion (Earth-616),\/Ytitnedion_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,5,Jan-80,1980
Ampzilla (Earth-616),\/Ampzilla_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,5,Nov-81,1981
Coral (Microverse) (Earth-616),\/Coral_(Microverse)_(Earth-616),,,,,,,Living Characters,5,Jun-81,1981
Elfqueen (Linnea) (Earth-616),\/Elfqueen_(Linnea)_(Earth-616),Secret Identity,,Blue Eyes,Auburn Hair,Female Characters,,Living Characters,5,Oct-81,1981
Fredric Woolrich (Earth-616),\/Fredric_Woolrich_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,5,Jun-81,1981
Grappler (Earth-616),\/Grappler_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,5,Jul-81,1981
Lobros (Earth-616),\/Lobros_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,5,Nov-81,1981
Mia Lessing (Earth-616),\/Mia_Lessing_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,5,Dec-81,1981
Rainbow (Spaceknight) (Earth-616),\/Rainbow_(Spaceknight)_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,5,Dec-81,1981
Sadie Frickett (Earth-616),\/Sadie_Frickett_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,5,Jan-81,1981
Time-Buoy Number 6-C (Earth-616),\/Time-Buoy_Number_6-C_(Earth-616),Secret Identity,Neutral Characters,,,,,Living Characters,5,Aug-81,1981
Walter Michaels (Earth-616),\/Walter_Michaels_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,5,Aug-81,1981
William Bitzer (Earth-616),\/William_Bitzer_(Earth-616),,,,Brown Hair,Male Characters,,Living Characters,5,Sep-81,1981
Alban Emond (Earth-616),\/Alban_Emond_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,5,Oct-82,1982
Brenda Barclay (Earth-616),\/Brenda_Barclay_(Earth-616),,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5,Nov-82,1982
Francois Lartigue (Earth-616),\/Francois_Lartigue_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,5,Jun-82,1982
Freya (Earth-616),\/Freya_(Earth-616),Public Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,5,Jul-82,1982
Jack Dulouz (Earth-616),\/Jack_Dulouz_(Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,,Living Characters,5,Oct-82,1982
Jacob Grimm (Earth-616),\/Jacob_Grimm_(Earth-616),,Good Characters,,Blond Hair,Male Characters,,Living Characters,5,Jan-82,1982
Jolena (Earth-616),\/Jolena_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,5,Jun-82,1982
